Constituency No,Constituency Name,Total Rounds,Rounds Done,Candidate S.N.,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
228,228 - KHARAGPUR (West Bengal),19,19,9,SUJOY GHOSH,Independent,889,0,889,0.43
228,228 - KHARAGPUR (West Bengal),19,19,10,NOTA,None of the Above,1526,9,1535,0.74
229,229 - DEBRA (West Bengal),18,18,1,CHITTA RANJAN JANA,Indian National Congress,1324,13,1337,0.62
229,229 - DEBRA (West Bengal),18,18,2,RAJIB BANERJEE,All India Trinamool Congress,85169,493,85662,39.42
229,229 - DEBRA (West Bengal),18,18,3,SUBHASHIS OM,Bharatiya Janata Party,113489,974,114463,52.67
229,229 - DEBRA (West Bengal),18,18,4,SUMIT ADHIKARI,Communist Party of India (Marxist),12375,98,12473,5.74
229,229 - DEBRA (West Bengal),18,18,5,DIPANKAR MAITY,Socialist Unity Centre Of India (COMMUNIST),393,9,402,0.18
229,229 - DEBRA (West Bengal),18,18,6,SHUBHAMOY NAYEK,Bharatiya Nyay-Adhikar Raksha Party,238,4,242,0.11
229,229 - DEBRA (West Bengal),18,18,7,SELIM KHAN,Rashtriya Lok Janshakti Party,906,0,906,0.42
229,229 - DEBRA (West Bengal),18,18,8,AMAL KUMAR HUI,Independent,749,2,751,0.35
229,229 - DEBRA (West Bengal),18,18,9,NOTA,None of the Above,1078,9,1087,0.5
230,230 - DASPUR (West Bengal),20,20,1,ASHIS HUDAIT,All India Trinamool Congress,100398,539,100937,40.05
230,230 - DASPUR (West Bengal),20,20,2,KOUSIK GOSWAMI,Indian National Congress,1656,9,1665,0.66
230,230 - DASPUR (West Bengal),20,20,3,TAPAN KUMAR DUTTA,Bharatiya Janata Party,132251,820,133071,52.8
230,230 - DASPUR (West Bengal),20,20,4,MRINAL KANTI MANDAL,Bahujan Samaj Party,665,6,671,0.27
230,230 - DASPUR (West Bengal),20,20,5,RANAJIT PAL,Communist Party of India (Marxist),12099,179,12278,4.87
230,230 - DASPUR (West Bengal),20,20,6,JAGADISH MONDAL ADHIKARY,Socialist Unity Centre Of India (COMMUNIST),432,6,438,0.17
230,230 - DASPUR (West Bengal),20,20,7,ASHIS HUTAIT,Independent,876,2,878,0.35
230,230 - DASPUR (West Bengal),20,20,8,BASUDEB DINDA,Independent,393,5,398,0.16
230,230 - DASPUR (West Bengal),20,20,9,NOTA,None of the Above,1696,15,1711,0.68
231,231 - GHATAL (West Bengal),19,19,1,KABERI DOLUI,Indian National Congress,1847,20,1867,0.77
231,231 - GHATAL (West Bengal),19,19,2,SHYAMALI SARDAR,All India Trinamool Congress,93338,555,93893,38.79
231,231 - GHATAL (West Bengal),19,19,3,SANTI NATH SATICK,Communist Party of India (Marxist),9218,134,9352,3.86
231,231 - GHATAL (West Bengal),19,19,4,SITAL KAPAT,Bharatiya Janata Party,130500,1050,131550,54.35
231,231 - GHATAL (West Bengal),19,19,5,SUJAY DOLAI,Bahujan Samaj Party,989,2,991,0.41
231,231 - GHATAL (West Bengal),19,19,6,NARUGOPAL DOLUI,Socialist Unity Centre Of India (COMMUNIST),457,5,462,0.19
231,231 - GHATAL (West Bengal),19,19,7,KHAGENDRA DOLAI,Independent,741,3,744,0.31
231,231 - GHATAL (West Bengal),19,19,8,BIVASH SINGHA,Independent,484,0,484,0.2
231,231 - GHATAL (West Bengal),19,19,9,RUMA PATRA,Independent,1370,4,1374,0.57
231,231 - GHATAL (West Bengal),19,19,10,NOTA,None of the Above,1298,10,1308,0.54
232,232 - CHANDRAKONA (West Bengal),19,19,1,DOLOI SURJYA KANTA,All India Trinamool Congress,106616,420,107036,40.44
232,232 - CHANDRAKONA (West Bengal),19,19,2,MONIKA MIDYA,Indian National Congress,2486,14,2500,0.94
232,232 - CHANDRAKONA (West Bengal),19,19,3,SUKANTA DOLUI,Bharatiya Janata Party,139736,781,140517,53.09
232,232 - CHANDRAKONA (West Bengal),19,19,4,SUPARNA DOLAI MALLICK,Communist Party of India (Marxist),12085,57,12142,4.59
232,232 - CHANDRAKONA (West Bengal),19,19,5,ANJAN JANA,Socialist Unity Centre Of India (COMMUNIST),698,2,700,0.26
232,232 - CHANDRAKONA (West Bengal),19,19,6,NOTA,None of the Above,1786,9,1795,0.68
233,233 - GARBETA (West Bengal),18,18,1,UTTARA SINGHA (HAZRA),All India Trinamool Congress,87199,328,87527,39.42
233,233 - GARBETA (West Bengal),18,18,2,GHOSH TAPAN KUMAR,Communist Party of India (Marxist),14182,56,14238,6.41
233,233 - GARBETA (West Bengal),18,18,3,PRADIP LODHA,Bharatiya Janata Party,112849,903,113752,51.23
233,233 - GARBETA (West Bengal),18,18,4,SIDDHARTHA BISHAI,Indian National Congress,1838,21,1859,0.84
233,233 - GARBETA (West Bengal),18,18,5,TAPAS KUMAR MISHRA,Socialist Unity Centre Of India (COMMUNIST),591,5,596,0.27
233,233 - GARBETA (West Bengal),18,18,6,MADHURI MAITI,Independent,957,2,959,0.43
233,233 - GARBETA (West Bengal),18,18,7,SK. MD. MOKHDUM,Independent,661,2,663,0.3
233,233 - GARBETA (West Bengal),18,18,8,NOTA,None of the Above,2432,23,2455,1.11
234,234 - SALBONI (West Bengal),18,18,1,ARUP MUKHERJEE,Indian National Congress,2685,12,2697,1.01
234,234 - SALBONI (West Bengal),18,18,2,BIMAN MAHATA,Bharatiya Janata Party,131680,1176,132856,49.86
234,234 - SALBONI (West Bengal),18,18,3,SRIKANTA MAHATA,All India Trinamool Congress,117042,571,117613,44.14
234,234 - SALBONI (West Bengal),18,18,4,JHARNA JANA,Socialist Unity Centre Of India (COMMUNIST),1753,5,1758,0.66
234,234 - SALBONI (West Bengal),18,18,5,MOHAN TUDU,All India Secular Front,8582,53,8635,3.24
234,234 - SALBONI (West Bengal),18,18,6,ATANU MAJI,Independent,993,2,995,0.37
234,234 - SALBONI (West Bengal),18,18,7,NOTA,None of the Above,1909,12,1921,0.72
235,235 - KESHPUR (West Bengal),23,23,1,KAMAL KISHOR,Indian National Congress,1829,7,1836,0.72
235,235 - KESHPUR (West Bengal),23,23,2,GURUPADA MONDAL,Communist Party of India (Marxist),10358,74,10432,4.11
235,235 - KESHPUR (West Bengal),23,23,3,SEULI SAHA,All India Trinamool Congress,142633,490,143123,56.36
235,235 - KESHPUR (West Bengal),23,23,4,SUVENDU SAMANTA,Bharatiya Janata Party,92591,427,93018,36.63
235,235 - KESHPUR (West Bengal),23,23,5,HARADHAN SING,Socialist Unity Centre Of India (COMMUNIST),1552,8,1560,0.61
235,235 - KESHPUR (West Bengal),23,23,6,AJOY DOME,Independent,1832,0,1832,0.72
235,235 - KESHPUR (West Bengal),23,23,7,ARUN KARAN,Independent,608,1,609,0.24
235,235 - KESHPUR (West Bengal),23,23,8,NOTA,None of the Above,1541,12,1553,0.61
236,236 - MEDINIPUR (West Bengal),21,21,1,PRONAB KUMAR BISWAS,Bahujan Samaj Party,1014,3,1017,0.42
236,236 - MEDINIPUR (West Bengal),21,21,2,SANKAR KUMAR GUCHHAIT,Bharatiya Janata Party,130940,2101,133041,54.51
236,236 - MEDINIPUR (West Bengal),21,21,3,SAMBHUNATH CHATTOPADHYAY,Indian National Congress,2165,28,2193,0.9
236,236 - MEDINIPUR (West Bengal),21,21,4,SUJOY HAZRA,All India Trinamool Congress,93508,786,94294,38.63
236,236 - MEDINIPUR (West Bengal),21,21,5,MANIKUNTAL KHAMRAI,Communist Party of India,7484,165,7649,3.13
236,236 - MEDINIPUR (West Bengal),21,21,6,SHASHANKA PATRA,Amra Bangalee,334,3,337,0.14
236,236 - MEDINIPUR (West Bengal),21,21,7,SALEHA BEGUM,Rashtriya Lok Janshakti Party,618,3,621,0.25
236,236 - MEDINIPUR (West Bengal),21,21,8,SUSHRITA SAREN,Socialist Unity Centre Of India (COMMUNIST),1374,12,1386,0.57
236,236 - MEDINIPUR (West Bengal),21,21,9,SHANKAR CHAKRABORTY,Independent,814,1,815,0.33
236,236 - MEDINIPUR (West Bengal),21,21,10,SK. MAFIZUL HAQUE,Independent,1100,5,1105,0.45
236,236 - MEDINIPUR (West Bengal),21,21,11,NOTA,None of the Above,1599,29,1628,0.67
237,237 - BINPUR (West Bengal),22,22,1,GOLAPI SAREN,Indian National Congress,2013,27,2040,0.98
237,237 - BINPUR (West Bengal),22,22,2,DR. PRANAT TUDU,Bharatiya Janata Party,105828,1410,107238,51.54
237,237 - BINPUR (West Bengal),22,22,3,BIRBAHA HANSDA,All India Trinamool Congress,83437,824,84261,40.49
237,237 - BINPUR (West Bengal),22,22,4,BHOLANATH SARDAR,Bahujan Samaj Party,1897,11,1908,0.92
237,237 - BINPUR (West Bengal),22,22,5,RABINDRANATH SARDAR,Communist Party of India (Marxist),5556,63,5619,2.7
237,237 - BINPUR (West Bengal),22,22,6,RAJIB MUDI,Socialist Unity Centre Of India (COMMUNIST),655,10,665,0.32
237,237 - BINPUR (West Bengal),22,22,7,BHIM SAREN,Independent,918,6,924,0.44
237,237 - BINPUR (West Bengal),22,22,8,MRITYUNJAY SAREN,Independent,1399,7,1406,0.68
237,237 - BINPUR (West Bengal),22,22,9,SAMAY HANSDA,Independent,1327,12,1339,0.64
237,237 - BINPUR (West Bengal),22,22,10,NOTA,None of the Above,2665,14,2679,1.29
238,238 - BANDWAN (West Bengal),20,20,1,TIKARAM HEMBRAM,Bahujan Samaj Party,1891,4,1895,0.71
238,238 - BANDWAN (West Bengal),20,20,2,RATHU SINGH,Communist Party of India (Marxist),15363,111,15474,5.81
238,238 - BANDWAN (West Bengal),20,20,3,RAJIB LOCHAN SAREN,All India Trinamool Congress,103933,570,104503,39.26
238,238 - BANDWAN (West Bengal),20,20,4,LABSEN BASKEY,Bharatiya Janata Party,132724,1356,134080,50.37
238,238 - BANDWAN (West Bengal),20,20,5,SITEN MANDI,Indian National Congress,2800,33,2833,1.06
238,238 - BANDWAN (West Bengal),20,20,6,UMESH CHANDRA BASKEY,Ambedkarite Party of India,2199,11,2210,0.83
238,238 - BANDWAN (West Bengal),20,20,7,BIJAY KUMAR MANDI,Independent,1248,1,1249,0.47
238,238 - BANDWAN (West Bengal),20,20,8,SOBHARAM MURMU,Independent,1149,5,1154,0.43
238,238 - BANDWAN (West Bengal),20,20,9,NOTA,None of the Above,2766,14,2780,1.04
239,239 - BALARAMPUR (West Bengal),22,22,1,ANANDI TUDU,Bahujan Samaj Party,1697,1,1698,0.77
239,239 - BALARAMPUR (West Bengal),22,22,2,JALADHAR MAHATO,Bharatiya Janata Party,117315,1106,118421,53.84
239,239 - BALARAMPUR (West Bengal),22,22,3,NAMITA MAHATO,Communist Party of India (Marxist),6538,37,6575,2.99
239,239 - BALARAMPUR (West Bengal),22,22,4,SHANTIRAM MAHATO,All India Trinamool Congress,82838,532,83370,37.9
239,239 - BALARAMPUR (West Bengal),22,22,5,SUKANTA MAHATO,Indian National Congress,2818,12,2830,1.29
239,239 - BALARAMPUR (West Bengal),22,22,6,BHOLANATH MURMMU,Socialist Unity Centre Of India (COMMUNIST),653,3,656,0.3
239,239 - BALARAMPUR (West Bengal),22,22,7,SHARAT SAHIS,Rashtriya Lok Janshakti Party,685,0,685,0.31
239,239 - BALARAMPUR (West Bengal),22,22,8,SITARAM HANSDA,Ambedkarite Party of India,1627,3,1630,0.74
239,239 - BALARAMPUR (West Bengal),22,22,9,AJAY GORAIN,Independent,629,1,630,0.29
239,239 - BALARAMPUR (West Bengal),22,22,10,RABILAL MANDI,Independent,1072,5,1077,0.49
239,239 - BALARAMPUR (West Bengal),22,22,11,NOTA,None of the Above,2366,8,2374,1.08
240,240 - BAGHMUNDI (West Bengal),22,22,1,NEPAL CHANDRA MAHATO,Indian National Congress,31466,220,31686,13.77
240,240 - BAGHMUNDI (West Bengal),22,22,2,PARIMAL KUMAR,All India Forward Bloc,4735,47,4782,2.08
240,240 - BAGHMUNDI (West Bengal),22,22,3,RAHIDAS MAHATO,Bharatiya Janata Party,111562,1101,112663,48.95
240,240 - BAGHMUNDI (West Bengal),22,22,4,SUSHANTA MAHATO,All India Trinamool Congress,71393,453,71846,31.22
240,240 - BAGHMUNDI (West Bengal),22,22,5,PARITOSH SINGH BABU,Socialist Unity Centre Of India (COMMUNIST),1122,5,1127,0.49
240,240 - BAGHMUNDI (West Bengal),22,22,6,PASHUPATI MAHATO,Amra Bangalee,408,2,410,0.18
240,240 - BAGHMUNDI (West Bengal),22,22,7,MANOJ KUMAR MAHATO,Jharkhand Loktantrik Krantikari Morcha,1753,4,1757,0.76
240,240 - BAGHMUNDI (West Bengal),22,22,8,UJJWAL PARAMANIK,Independent,433,0,433,0.19
240,240 - BAGHMUNDI (West Bengal),22,22,9,TUSHAR MAHATO,Independent,989,1,990,0.43
240,240 - BAGHMUNDI (West Bengal),22,22,10,MIHIR CHANDRA MAHATO,Independent,1312,3,1315,0.57
240,240 - BAGHMUNDI (West Bengal),22,22,11,SUMAN KUMAR SINGHA,Independent,690,1,691,0.3
240,240 - BAGHMUNDI (West Bengal),22,22,12,NOTA,None of the Above,2428,9,2437,1.06
241,241 - JOYPUR (West Bengal),24,24,1,ARJUN MAHATO,All India Trinamool Congress,82013,437,82450,35.36
241,241 - JOYPUR (West Bengal),24,24,2,DHIRENDRANATH MAHATO,All India Forward Bloc,5736,69,5805,2.49
241,241 - JOYPUR (West Bengal),24,24,3,PHANIBHUSHAN KUMAR,Indian National Congress,23117,146,23263,9.98
241,241 - JOYPUR (West Bengal),24,24,4,BISWAJIT MAHATO,Bharatiya Janata Party,103904,764,104668,44.88
241,241 - JOYPUR (West Bengal),24,24,5,DIBYAJOTI SINGH DEO,Jharkhand Loktantrik Krantikari Morcha,9105,47,9152,3.92
241,241 - JOYPUR (West Bengal),24,24,6,SHAKTI PADA GORAIN,Amra Bangalee,840,9,849,0.36
241,241 - JOYPUR (West Bengal),24,24,7,SUPHAL CHANDRA KUMAR,Socialist Unity Centre Of India (COMMUNIST),984,2,986,0.42
241,241 - JOYPUR (West Bengal),24,24,8,ANIMESH MAHATO,Independent,818,1,819,0.35
241,241 - JOYPUR (West Bengal),24,24,9,ASHOK KUMAR MURMU,Independent,1169,16,1185,0.51
241,241 - JOYPUR (West Bengal),24,24,10,JOYRAM MURMU,Independent,782,5,787,0.34
241,241 - JOYPUR (West Bengal),24,24,11,NOTA,None of the Above,3233,6,3239,1.39
242,242 - PURULIA (West Bengal),22,22,1,DIBYAJYOTI PRASAD SINGH DEO,Indian National Congress,4318,49,4367,1.89
242,242 - PURULIA (West Bengal),22,22,2,PARTHA BAURI,Bahujan Samaj Party,610,1,611,0.26
242,242 - PURULIA (West Bengal),22,22,3,SAYANTAN GHOSH,Communist Party of India (Marxist),10521,154,10675,4.63
242,242 - PURULIA (West Bengal),22,22,4,SUJOY BANERJEE,All India Trinamool Congress,78714,487,79201,34.34
242,242 - PURULIA (West Bengal),22,22,5,SUDIP KUMAR MUKHERJEE,Bharatiya Janata Party,127078,1376,128454,55.69
242,242 - PURULIA (West Bengal),22,22,6,DHIREN RAJAK,Bharateeya Manavadhikar party,895,5,900,0.39
242,242 - PURULIA (West Bengal),22,22,7,NAGESWAR MAHATO,Amra Bangalee,399,2,401,0.17
242,242 - PURULIA (West Bengal),22,22,8,NIROD BARAN OJHA,Party for Democratic Socialism,323,4,327,0.14
242,242 - PURULIA (West Bengal),22,22,9,BIDESH CHANDRA PAUL,Rashtriya Lok Janshakti Party,521,0,521,0.23
242,242 - PURULIA (West Bengal),22,22,10,MATHAN CHANDRA MAHATO,Bahujan Mukti Party,908,0,908,0.39
242,242 - PURULIA (West Bengal),22,22,11,SHOBHA MAHATO,Socialist Unity Centre Of India (COMMUNIST),1323,12,1335,0.58
242,242 - PURULIA (West Bengal),22,22,12,PINTU BAURI,Independent,638,1,639,0.28
242,242 - PURULIA (West Bengal),22,22,13,PIJUSH KANTI RAJAK,Independent,585,1,586,0.25
242,242 - PURULIA (West Bengal),22,22,14,NOTA,None of the Above,1706,22,1728,0.75
243,243 - MANBAZAR (West Bengal),16,16,1,MAMATA HANSDA (MANDI),Bahujan Samaj Party,1780,7,1787,0.76
243,243 - MANBAZAR (West Bengal),16,16,2,MAYNA MURMU,Bharatiya Janata Party,119195,1292,120487,50.95
243,243 - MANBAZAR (West Bengal),16,16,3,SHANTIMANI MURMU,Communist Party of India (Marxist),13262,148,13410,5.67
243,243 - MANBAZAR (West Bengal),16,16,4,SANDHYA RANI TUDU,All India Trinamool Congress,92564,640,93204,39.42
243,243 - MANBAZAR (West Bengal),16,16,5,SAMBARI MAHALI,Indian National Congress,2017,20,2037,0.86
243,243 - MANBAZAR (West Bengal),16,16,6,RANJIT KUMAR HANSDA,Aam Janata Unnayan party,944,3,947,0.4
243,243 - MANBAZAR (West Bengal),16,16,7,SWAPAN KUMAR MURMU,Socialist Unity Centre Of India (COMMUNIST),813,2,815,0.34
243,243 - MANBAZAR (West Bengal),16,16,8,AMULYA SAREN,Independent,1667,2,1669,0.71
243,243 - MANBAZAR (West Bengal),16,16,9,NOTA,None of the Above,2098,13,2111,0.89
244,244 - KASHIPUR (West Bengal),16,16,1,KAMALA KANTA HANSDA,Bharatiya Janata Party,105349,1222,106571,50.28
244,244 - KASHIPUR (West Bengal),16,16,2,BAURI SULEKHA,Communist Party of India (Marxist),10677,141,10818,5.1
244,244 - KASHIPUR (West Bengal),16,16,3,SUBHAS CHANDRA MAHATA,Indian National Congress,2277,27,2304,1.09
244,244 - KASHIPUR (West Bengal),16,16,4,SOUMEN BELTHARIA,All India Trinamool Congress,84623,672,85295,40.24
244,244 - KASHIPUR (West Bengal),16,16,5,DIPAK MAHATO,Socialist Unity Centre Of India (COMMUNIST),1460,16,1476,0.7
244,244 - KASHIPUR (West Bengal),16,16,6,MIHIR KUMAR BAURI,Independent,1018,4,1022,0.48
244,244 - KASHIPUR (West Bengal),16,16,7,SHANTIPRIYA SAREN,Independent,536,7,543,0.26
244,244 - KASHIPUR (West Bengal),16,16,8,SUBHADIP PARAMANIK,Independent,1138,10,1148,0.54
244,244 - KASHIPUR (West Bengal),16,16,9,NOTA,None of the Above,2784,13,2797,1.32
245,245 - PARA (West Bengal),23,23,1,ALOKE KUMAR BAURI,Communist Party of India (Marxist),10362,57,10419,4.82
245,245 - PARA (West Bengal),23,23,2,NADIAR CHAND BOURI,Bharatiya Janata Party,112838,650,113488,52.55
245,245 - PARA (West Bengal),23,23,3,FALGUNI BAURI,Indian National Congress,2874,13,2887,1.34
245,245 - PARA (West Bengal),23,23,4,MANIK CHANDRA BAURI,All India Trinamool Congress,79456,311,79767,36.94
245,245 - PARA (West Bengal),23,23,5,MITHUN BAURI,Bahujan Samaj Party,1129,3,1132,0.52
245,245 - PARA (West Bengal),23,23,6,JAGANNATH BAURI,Socialist Unity Centre Of India (COMMUNIST),1265,8,1273,0.59
245,245 - PARA (West Bengal),23,23,7,SUDARSHAN RAJWAR,Rastriya Aam Jan Seva Party,498,0,498,0.23
245,245 - PARA (West Bengal),23,23,8,ASHOK RUHIDAS,Independent,1101,3,1104,0.51
245,245 - PARA (West Bengal),23,23,9,BHASKAR MANDAL,Independent,1107,1,1108,0.51
245,245 - PARA (West Bengal),23,23,10,SHAKTIPADA SEN,Independent,1478,4,1482,0.69
245,245 - PARA (West Bengal),23,23,11,NOTA,None of the Above,2775,13,2788,1.29
246,246 - RAGHUNATHPUR (West Bengal),16,16,1,GANESH BOURI,Communist Party of India (Marxist),10589,96,10685,4.56
246,246 - RAGHUNATHPUR (West Bengal),16,16,2,MAHADEB BAURI,Bahujan Samaj Party,1194,11,1205,0.51
246,246 - RAGHUNATHPUR (West Bengal),16,16,3,MAMONI BAURI,Bharatiya Janata Party,126532,1096,127628,54.44
246,246 - RAGHUNATHPUR (West Bengal),16,16,4,SANDHYA BAURI,Indian National Congress,3044,21,3065,1.31
246,246 - RAGHUNATHPUR (West Bengal),16,16,5,HAZARI BOURI,All India Trinamool Congress,83110,459,83569,35.65
246,246 - RAGHUNATHPUR (West Bengal),16,16,6,ANIL BAURI,Socialist Unity Centre Of India (COMMUNIST),2498,16,2514,1.07
246,246 - RAGHUNATHPUR (West Bengal),16,16,7,DHARANI DHAR BAURI,Independent,1375,3,1378,0.59
246,246 - RAGHUNATHPUR (West Bengal),16,16,8,MAMANI BOURI,Independent,1181,5,1186,0.51
246,246 - RAGHUNATHPUR (West Bengal),16,16,9,NOTA,None of the Above,3176,25,3201,1.37
247,247 - SALTORA (West Bengal),15,15,1,AMARKANTA MANDAL,Indian National Congress,3078,25,3103,1.42
247,247 - SALTORA (West Bengal),15,15,2,UTTAM BAURI,All India Trinamool Congress,82467,578,83045,38.01
247,247 - SALTORA (West Bengal),15,15,3,CHANDANA BAURI,Bharatiya Janata Party,114278,902,115180,52.72
247,247 - SALTORA (West Bengal),15,15,4,NANDADULAL BAURI,Communist Party of India (Marxist),10404,96,10500,4.81
247,247 - SALTORA (West Bengal),15,15,5,DIPEN BAURI,Socialist Unity Centre Of India (COMMUNIST),2010,13,2023,0.93
247,247 - SALTORA (West Bengal),15,15,6,ADITYA KUMAR BAURI,Independent,1866,3,1869,0.86
247,247 - SALTORA (West Bengal),15,15,7,NOTA,None of the Above,2763,8,2771,1.27
248,248 - CHHATNA (West Bengal),23,23,1,PARTHA PRATIM BOSE,Indian National Congress,2344,15,2359,1.06
248,248 - CHHATNA (West Bengal),23,23,2,SATYANARAYAN MUKHOPADHYAY,Bharatiya Janata Party,124356,1616,125972,56.76
248,248 - CHHATNA (West Bengal),23,23,3,SWAPAN KUMAR MONDAL,All India Trinamool Congress,78016,782,78798,35.5
248,248 - CHHATNA (West Bengal),23,23,4,ABINASH HANSDA,Socialist Unity Centre Of India (COMMUNIST),1636,17,1653,0.74
248,248 - CHHATNA (West Bengal),23,23,5,DHANESWAR HANSDA,Aam Janata Unnayan party,720,16,736,0.33
248,248 - CHHATNA (West Bengal),23,23,6,RAJIB LOCHAN KAR,Revolutionary Socialist Party,5844,90,5934,2.67
248,248 - CHHATNA (West Bengal),23,23,7,RAFIK DALAL,Rashtriya Lok Janshakti Party,2151,4,2155,0.97
248,248 - CHHATNA (West Bengal),23,23,8,MADHU SUDAN MANDAL,Independent,1749,13,1762,0.79
248,248 - CHHATNA (West Bengal),23,23,9,NOTA,None of the Above,2568,20,2588,1.17
249,249 - RANIBANDH (West Bengal),19,19,1,KSHUDIRAM TUDU,Bharatiya Janata Party,129253,1892,131145,55.38
249,249 - RANIBANDH (West Bengal),19,19,2,GURUPADA SARDAR,Indian National Congress,1777,32,1809,0.76
249,249 - RANIBANDH (West Bengal),19,19,3,TANUSHREE HANSDA,All India Trinamool Congress,77993,883,78876,33.31
249,249 - RANIBANDH (West Bengal),19,19,4,DEBLINA HEMBRAM,Communist Party of India (Marxist),12984,216,13200,5.57
249,249 - RANIBANDH (West Bengal),19,19,5,MONORANJAN BESRA,Ambedkarite Party of India,1283,12,1295,0.55
249,249 - RANIBANDH (West Bengal),19,19,6,MAHESWAR BESRA,Aam Janata Unnayan party,402,8,410,0.17
249,249 - RANIBANDH (West Bengal),19,19,7,RANJAN LAL TUDU,Socialist Unity Centre Of India (COMMUNIST),876,23,899,0.38
249,249 - RANIBANDH (West Bengal),19,19,8,GOUR HEMBRAM,Independent,276,7,283,0.12
249,249 - RANIBANDH (West Bengal),19,19,9,GOPAL CHANDRA KISKU,Independent,370,6,376,0.16
249,249 - RANIBANDH (West Bengal),19,19,10,FULCHAND HANSDA,Independent,658,14,672,0.28
249,249 - RANIBANDH (West Bengal),19,19,11,BABURAM KISKU,Independent,1100,25,1125,0.48
249,249 - RANIBANDH (West Bengal),19,19,12,SARASWATI  SARDAR,Independent,1743,3,1746,0.74
249,249 - RANIBANDH (West Bengal),19,19,13,SURAJIT BASKEY,Independent,1107,1,1108,0.47
249,249 - RANIBANDH (West Bengal),19,19,14,NOTA,None of the Above,3862,22,3884,1.64
250,250 - RAIPUR (West Bengal),14,14,1,ANANTA KISKU,Bahujan Samaj Party,1495,4,1499,0.71
250,250 - RAIPUR (West Bengal),14,14,2,KSHETRAMOHAN HANSDA,Bharatiya Janata Party,109899,1544,111443,53.01
250,250 - RAIPUR (West Bengal),14,14,3,THAKURMANI SAREN,All India Trinamool Congress,81922,779,82701,39.34
250,250 - RAIPUR (West Bengal),14,14,4,RAMCHANDRA MANDI,Communist Party of India (Marxist),8186,130,8316,3.96
250,250 - RAIPUR (West Bengal),14,14,5,SHUBHRA HEMBRAM (MURMU,Indian National Congress,1012,13,1025,0.49
250,250 - RAIPUR (West Bengal),14,14,6,GUNARAM HANSDA,Socialist Unity Centre Of India (COMMUNIST),426,4,430,0.2
250,250 - RAIPUR (West Bengal),14,14,7,SAGEN SAREN,Gondvana Gantantra Party,382,3,385,0.18
250,250 - RAIPUR (West Bengal),14,14,8,SUKLAL TUDU,Aam Janata Unnayan party,1239,3,1242,0.59
250,250 - RAIPUR (West Bengal),14,14,9,RABINDRANATH HEMBROM,Independent,1343,2,1345,0.64
250,250 - RAIPUR (West Bengal),14,14,10,NOTA,None of the Above,1812,17,1829,0.87
251,251 - TALDANGRA (West Bengal),18,18,1,DEBKANTI MAHANTI,Communist Party of India (Marxist),13435,151,13586,6.18
251,251 - TALDANGRA (West Bengal),18,18,2,NAYAN DAS CHAKRABORTY,Indian National Congress,1515,17,1532,0.7
251,251 - TALDANGRA (West Bengal),18,18,3,FALGUNI SINGHABABU,All India Trinamool Congress,73590,874,74464,33.86
251,251 - TALDANGRA (West Bengal),18,18,4,SOUVIK PATRA,Bharatiya Janata Party,122512,2025,124537,56.62
251,251 - TALDANGRA (West Bengal),18,18,5,SUBHENDU MAHATA,Socialist Unity Centre Of India (COMMUNIST),1119,9,1128,0.51
251,251 - TALDANGRA (West Bengal),18,18,6,SK SALAM HOSSAIN,Gondvana Gantantra Party,948,2,950,0.43
251,251 - TALDANGRA (West Bengal),18,18,7,PRASENJIT SINGHA,Independent,1476,4,1480,0.67
251,251 - TALDANGRA (West Bengal),18,18,8,RAJU KARMAKAR,Independent,559,1,560,0.25
